timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1776821280000,76214.65000000,76214.65000000,76150.00000000,76169.38000000,4.08434000,1776821339999,311101.38076800,2065,1.80015000,137107.30803220,0
1776821340000,76169.38000000,76169.38000000,76151.88000000,76160.58000000,4.73114000,1776821399999,360320.14188510,1044,2.42373000,184589.83507810,0
1776821400000,76160.59000000,76187.72000000,76132.95000000,76170.09000000,6.53803000,1776821459999,497948.21876910,2819,4.14886000,315973.64422950,0
1776821460000,76170.09000000,76203.65000000,76160.31000000,76201.31000000,3.39037000,1776821519999,258289.25036810,1923,2.35817000,179661.24059470,0
1776821520000,76201.32000000,76201.32000000,76180.32000000,76181.30000000,2.40461000,1776821579999,183206.49585130,1497,0.86628000,66001.77444690,0
1776821580000,76181.29000000,76201.34000000,76181.29000000,76201.34000000,4.08765000,1776821639999,311423.57109890,564,3.50340000,266914.06156880,0
1776821640000,76201.33000000,76206.88000000,76175.84000000,76175.84000000,3.29927000,1776821699999,251399.48411300,1611,1.28601000,97996.98982390,0
1776821700000,76175.84000000,76201.03000000,76170.65000000,76201.02000000,2.04562000,1776821759999,155838.16187020,1194,1.55201000,118232.33713450,0
1776821760000,76201.02000000,76218.89000000,76197.23000000,76218.89000000,1.20011000,1776821819999,91455.04419860,1221,0.91463000,69700.92015970,0
1776821820000,76218.88000000,76271.13000000,76218.88000000,76249.99000000,7.02506000,1776821879999,535668.65946250,2657,3.74706000,285704.37238500,0
1776821880000,76249.99000000,76249.99000000,76236.40000000,76238.97000000,1.45757000,1776821939999,111134.18249740,857,0.83546000,63699.86833280,0
1776821940000,76238.97000000,76262.19000000,76238.96000000,76262.19000000,4.45044000,1776821999999,339378.02056160,748,1.76242000,134385.84470640,0
1776822000000,76262.18000000,76262.19000000,76253.06000000,76261.33000000,1.08056000,1776822059999,82402.31589110,416,0.72200000,55058.37523120,0
1776822060000,76261.34000000,76261.34000000,76225.10000000,76231.32000000,3.05127000,1776822119999,232636.92961840,1465,0.62959000,48002.84387710,0
1776822120000,76231.31000000,76253.25000000,76218.89000000,76253.25000000,4.88449000,1776822179999,372345.45220270,924,3.86156000,294366.70818180,0
1776822180000,76253.25000000,76271.13000000,76239.63000000,76239.64000000,4.30931000,1776822239999,328634.64330310,1441,2.98884000,227936.59202370,0
1776822240000,76239.64000000,76250.21000000,76239.63000000,76250.20000000,2.05622000,1776822299999,156775.13794840,496,1.45330000,110804.54789090,0
1776822300000,76250.20000000,76288.10000000,76243.20000000,76264.02000000,6.12048000,1776822359999,466772.99126040,2719,4.19720000,320088.35927490,0
1776822360000,76264.03000000,76269.85000000,76255.88000000,76255.88000000,1.78114000,1776822419999,135829.66485490,789,0.47540000,36252.84562420,0
1776822420000,76255.89000000,76255.89000000,76209.20000000,76215.39000000,2.98791000,1776822479999,227774.96124850,1597,0.79304000,60441.91190350,0
